,X,pathway_id,pathway_name,Gene count,gene_symbols
130,hsa04973,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human),45,"AMY1C, AMY2A, AMY1A, AMY2B, AMY1B, alpha-amylase, alpha-amylase, alpha-amylase, alpha-amylase, LCT, MGAM, MGAM2, SI, SLC5A1, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, SLC2A2, HK3, HK1, HK2, HKDC1, SLC37A4, G6PC1, G6PC2, G6PC3, SLC2A5, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, AKT1, AKT2, AKT3, CACNA1D, PRKCB, TAS1R2, TAS1R3, GNAT3, PLCB1, PLCB2, PLCB3, PLCB4"
131,hsa04974,hsa04974,Protein digestion and absorption - Homo sapiens (human),86,"PGA5, PGA4, PGA3, pepsin, pepsin, PRSS3, PRSS2, PRSS1, CTRB2, CTRB1, CTRL, CELA2A, CELA2B, CELA3A, CELA3B, CPA1, CPA2, CPA3, CPB1, CPB2, SLC9A3, SLC15A1, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, KCNN4, KCNK5, KCNE3, KCNQ1, KCNJ13, SLC38A2, MME, MEP1A, MEP1B, ACE2, PRCP, DPP4, XPNPEP2, SLC1A1, SLC1A5, SLC8A1, SLC8A2, SLC8A3, SLC6A19, SLC3A2, SLC7A8, SLC36A1, SLC36A2, SLC36A4, SLC36A3, SLC16A10, SLC3A1, SLC7A9, SLC7A7, ELN, COL1A1, COL1A2, COL2A1, COL3A1, COL4A2, COL4A4, COL4A6, COL4A1, COL4A5, COL4A3, COL5A1, COL5A2, COL5A3, COL11A1, COL24A1, COL27A1, COL11A2, COL6A1, COL6A2, COL6A3, COL6A6, COL6A5, COL7A1, COL8A1, COL8A2, COL9A1, COL9A2, COL9A3, COL10A1, COL12A1, COL13A1, COL14A1, COL15A1, COL16A1, COL17A1, COL18A1, COL19A1, COL20A1, COL21A1, COL22A1, COL23A1, COL25A1, COL26A1, COL28A1"
132,hsa04975,hsa04975,Fat digestion and absorption - Homo sapiens (human),37,"LIPF, PNLIP, PNLIPRP1, PNLIPRP2, CEL, PLA2G10, PLA2G2D, PLA2G2E, PLA2G3, PLA2G2F, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G5, PLA2G2A, PLA2G2C, CLPS, CD36, GOT2, FABP2, FABP1, SLC27A1, SLC27A4, AGPAT1, AGPAT2, PLPP1, PLPP3, PLPP2, MOGAT2, MOGAT3, DGAT1, DGAT2, SCARB1, NPC1L1, ACAT2, ACAT1, ABCG5, ABCG8, APOA4, APOB, MTTP, APOA1, ABCA1"
133,hsa04979,hsa04979,Cholesterol metabolism - Homo sapiens (human),50,"ABCA1, APOA1, LPL, LCAT, LIPG, PLTP, CETP, LIPC, LPA, CD36, LDLR, NCEH1, SOAT2, SOAT1, APOC1, APOC2, APOH, ANGPTL3, ANGPTL4, ANGPTL8, SCARB1, SORT1, APOB, PCSK9, LDLRAP1, MYLIP, APOE, LRP1, LRP2, LRPAP1, LIPA, STARD3, VDAC1, VDAC2, VDAC3, TSPO, CYP27A1, VAPA, VAPB, NPC1, OSBPL5, NPC2, STAR, CIDEB, CYP7A1, ABCB11, ABCG5, ABCG8, APOA2, APOC3, APOA4"
134,hsa04977,hsa04977,Vitamin digestion and absorption - Homo sapiens (human),22,"CBLIF, CUBN, AMN, LMBRD1, ABCD4, MMACHC, ABCC1, TCN2, SLC19A3, SLC19A2, SLC52A3, BTD, SLC5A6, SLC23A1, FOLH1, SLC46A1, SLC19A1, SCARB1, PNLIP, PLB1, RBP2, AWAT2, LRAT, APOB, APOA4, APOA1"
135,hsa04980,hsa04980,Cobalamin transport and metabolism - Homo sapiens (human),18,"TCN1, CBLIF, TCN2, CD320, LMBRD1, ABCD4, MMACHC, MMADHC, MMAB, MMAA, MMUT, MTRR, MTR, ZNF143, ZNF76, HCFC1, THAP11, PRDX1"
136,hsa04978,hsa04978,Mineral absorption - Homo sapiens (human),53,"SLC34A1, SLC34A2, SLC34A3, VDR, TRPM6, TRPM7, TRPV6, SLC8A1, SLC8A2, SLC8A3, ATP2B1, ATP2B3, ATP2B4, ATP2B2, S100G, SLC26A3, SLC26A6, SLC26A9, CLCN2, SLC9A3, SLC5A1, SLC6A19, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, SLC46A1, HMOX1, HMOX2, CYBRD1, SLC11A2, FTH1, FTL, SLC40A1, HEPH, HEPHL1, TF, SLC39A4, SLC30A1, SLC31A1, STEAP1, STEAP2, MT1B, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT1A, MT1HL1, metallothionein-1E-like, ATOX1, ATP7B, ATP7A"
137,hsa04962,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human),42,"AVP, AVPR2, GNAS, ADCY6, ADCY3, ADCY9, PRKACA, PRKACB, PRKACG, ARHGDIB, ARHGDIA, ARHGDIG, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, AQP2, RAB11A, RAB11B, DYNC1H1, DYNC2H1, DYNC1I1, DYNC1I2, DYNC1LI2, DYNC1LI1, DYNC2LI1, DYNLL1, DYNLL2, DCTN1, DCTN2, DCTN4, DCTN5, DCTN6, VAMP2, NSF, STX4, RAB5A, RAB5B, RAB5C, AQP4, AQP3"
138,hsa04960,hsa04960,Aldosterone-regulated sodium reabsorption - Homo sapiens (human),37,"HSD11B2, NR3C2, SCNN1A, SCNN1B, SCNN1G, SGK1, KCNJ1, NHERF2, NEDD4L, SFN, KRAS, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, FXYD4, INS, IGF1, INSR, IRS1, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, PDPK1, PRKCA, PRKCB, PRKCG, MAPK1, MAPK3"
139,hsa04961,hsa04961,Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human),51,"PTH, PTH1R, GNAS, ADCY6, ADCY9, PRKACA, PRKACB, PRKACG, VDR, ESR1, TRPV5, KL, DNM1, DNM3, DNM2, AP2A2, AP2A1, AP2B1, AP2M1, AP2S1, CLTA, CLTB, CLTC, CLTCL1, RAB11A, CALB1, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, SLC8A1, SLC8A2, SLC8A3, ATP2B1, ATP2B3, ATP2B4, ATP2B2, KLK2, KLK1, BDKRB2, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PRKCB, PRKCG"
140,hsa04964,hsa04964,Proximal tubule bicarbonate reclamation - Homo sapiens (human),20,"SLC9A3, CA4, AQP1, CA2, SLC4A4, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, FXYD2, SLC38A3, GLS2, GLS, GLUD2, GLUD1, SLC25A10, MDH1, PCK1, PCK2"
141,hsa04966,hsa04966,Collecting duct acid secretion - Homo sapiens (human),26,"CA2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1G1, ATP6V1G3, ATP6V1G2, ATP6V1C2, ATP6V1C1, ATP6V1D, ATP6V1E2, ATP6V1E1, ATP6V1F, ATP6V1FP2, ATP6V0E1, ATP6V0E2, TCIRG1, ATP6V0A2, ATP6V0A4, ATP6V0A1, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP4A, ATP4B, SLC4A1, SLC12A7, CLCNKB"
142,hsa04724,hsa04724,Glutamatergic synapse - Homo sapiens (human),112,"SLC38A1, SLC38A2, GLS2, GLS, SLC17A6, SLC17A8, SLC17A7, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, GRIA1, GRIA2, GRIA3, GRIA4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, DLG4, DLGAP1, SHANK3, SHANK1, SHANK2, LZTS3, TRPC1, GRM1, GRM5, HOMER1, HOMER2, HOMER3, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, PRKCA, PRKCB, PRKCG, ITPR1, ITPR2, ITPR3, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, PLD1, PLD2, MAPK1, MAPK3, GNAS, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, NCDN, GRM2, GRM3, GRM4, GRM6, GRM7, GRM8, GNAI1, GNAI3, GNAI2, GNAO1, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNG10, GNG11, GNG12, GNG13, GNGT1, GNGT2, GRK2, GRK3, KCNJ3, CACNA1A, SLC1A2, SLC1A7, SLC1A1, SLC1A6, CACNA1C, CACNA1D, SLC1A3, GLUL, SLC38A3"
143,hsa04727,hsa04727,GABAergic synapse - Homo sapiens (human),86,"SLC38A1, SLC38A2, GLS2, GLS, GAD1, GAD2, SLC32A1, ABAT, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB3, GABRB2, GABRG1, GABRG2, GABRG3, GABRD, GABRE, GABRQ, GABRP, PRKACA, PRKACB, PRKACG, SRC, PRKCA, PRKCB, PRKCG, HAP1, GABARAP, GABARAPL1, GABARAPL2, NSF, TRAK2, PLCL1, GPHN, SLC12A5, GABRR1, GABRR2, GABRR3, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, GABBR1, GABBR2, GNAI1, GNAI3, GNAI2, GNAO1, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNG10, GNG11, GNG12, GNG13, GNGT1, GNGT2, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, KCNJ6, SLC6A1, SLC6A13, SLC6A11, SLC6A12, GLUL, SLC38A3, SLC38A5"
144,hsa04725,hsa04725,Cholinergic synapse - Homo sapiens (human),113,"CHAT, ACHE, SLC18A3, CHRM1, CHRM3, CHRM5, GNAQ, GNA11, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, PRKCA, PRKCB, PRKCG, KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5, KCNJ2, KCNJ12, KCNJ18, KCNJ4, KCNJ14, CHRM2, CHRM4, GNAI1, GNAI3, GNAI2, GNAO1, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNG10, GNG11, GNG12, GNG13, GNGT1, GNGT2, KCNJ3, KCNJ6, PIK3CG, PIK3R5, PIK3R6, HRAS, KRAS, NRAS, MAP2K1, MAPK1, MAPK3, FOS, CHRNA7, CHRFAM7A, CHRNA4, CHRNB2, CHRNA3, CHRNB4, CHRNA6, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, CREB1, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, CAMK2A, CAMK2D, CAMK2B, CAMK2G, CAMK4, JAK2, FYN, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, BCL2, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, SLC5A7"
145,hsa04728,hsa04728,Dopaminergic synapse - Homo sapiens (human),129,"TH, DDC, SLC18A1, SLC18A2, DRD1, DRD5, CALY, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CAMK2A, CAMK2D, CAMK2B, CAMK2G, PPP3CA, PPP3CB, PPP3CC, PRKCA, PRKCB, PRKCG, FOS, GNAS, GNAL, ADCY5, PRKACA, PRKACB, PRKACG, CREB1, ATF2, ATF4, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, ATF6B, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK10, MAPK9, PPP1R1B, PPP1CA, PPP1CB, PPP1CC, SCN1A, CACNA1C, CACNA1D, CACNA1A, CACNA1B, KCNJ3, KCNJ6, KCNJ9, KCNJ5, DRD3, DRD4, GNAI1, GNAI3, GNAI2, GNAO1, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNG10, GNG11, GNG12, GNG13, GNGT1, GNGT2, DRD2, ARRB1, ARRB2, PPP2CA, PPP2CB, PPP2R1B, PPP2R1A, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PPP2R3B, PPP2R3C, PPP2R3A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP2R5A, AKT1, AKT2, AKT3, GSK3A, GSK3B, GRIN2A, GRIN2B, GRIA1, GRIA2, GRIA3, GRIA4, KIF5A, KIF5B, KIF5C, CLOCK, BMAL1, SLC6A3, MAOB, MAOA, COMT, LRTOMT"
146,hsa04726,hsa04726,Serotonergic synapse - Homo sapiens (human),109,"TPH2, TPH1, DDC, SLC18A1, SLC18A2, CACNA1C, CACNA1D, CACNA1F, CACNA1S, HTR2A, HTR2B, HTR2C, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, PRKCA, PRKCB, PRKCG, MAPK1, MAPK3, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, CYP2C8, CYP2C9, CYP2C18, CYP2C19, CYP2D6, cytochrome, CYP2D7, CYP2D6, CYP2J2, CYP4X1, ALOX5, ALOX12, ALOX12B, ALOX15, ALOX15B, PTGS1, PTGS2, HTR3A, HTR3E, HTR3D, HTR3C, HTR3B, HTR4, HTR6, HTR7, GNAS, ADCY5, PRKACA, PRKACB, PRKACG, KCNN2, KCND2, GABRB1, GABRB3, GABRB2, RAPGEF3, APP, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR5A, GNAI1, GNAI3, GNAI2, GNAO1, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNG10, GNG11, GNG12, GNG13, GNGT1, GNGT2, CASP3, DUSP1, HRAS, KRAS, NRAS, ARAF, BRAF, RAF1, MAP2K1, CACNA1A, CACNA1B, KCNJ3, KCNJ6, KCNJ9, KCNJ5, TRPC1, SLC6A4, MAOB, MAOA"
147,hsa04720,hsa04720,Long-term potentiation - Homo sapiens (human),63,"GRIA1, GRIA2, ADCY1, ADCY8, PRKACA, PRKACB, PRKACG, PPP1R1A, PPP1CA, PPP1CB, PPP1CC, CAMK2A, CAMK2D, CAMK2B, CAMK2G, RAPGEF3, RAP1A, RAP1B, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, CACNA1C, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CREBBP, EP300, ATF4, CAMK4, HRAS, KRAS, NRAS, ARAF, BRAF, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, RPS6KA3, RPS6KA1, RPS6KA2, RPS6KA6, ITPR1, ITPR2, ITPR3, PRKCA, PRKCB, PRKCG, GRM1, GRM5, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4"
148,hsa04730,hsa04730,Long-term depression - Homo sapiens (human),58,"NOS1, GUCY1A2, GUCY1A1, GUCY1B1, PRKG1, PRKG2, PPP1R17, PPP2R1B, PPP2R1A, PPP2CA, PPP2CB, HRAS, KRAS, NRAS, ARAF, BRAF, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, GRID2, GRM1, GNAI1, GNAI3, GNAI2, GNAO1, GNAZ, GNAS, GNA12, GNA13, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, PRKCA, PRKCB, PRKCG, GNAQ, GNA11, PLCB1, PLCB2, PLCB3, PLCB4, GRIA1, GRIA2, GRIA3, LYN, CACNA1A, ITPR1, ITPR2, ITPR3, RYR1, CRH, CRHR1, IGF1, IGF1R"
149,hsa04723,hsa04723,Retrograde endocannabinoid signaling - Homo sapiens (human),145,"SLC17A6, SLC17A8, SLC17A7, GRIA1, GRIA2, GRIA3, GRIA4, CACNA1C, CACNA1D, CACNA1F, CACNA1S, GRM1, GRM5, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, NAPEPLD, PRKCA, PRKCB, PRKCG, DAGLA, DAGLB, PTGS2, ABHD6, FAAH, CNR1, GNAI1, GNAI3, GNAI2, GNAO1, GNB1, GNB2, GNB3, GNB4, GNB5, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNG10, GNG11, GNG12, GNG13, GNGT1, GNGT2, KCNJ3, KCNJ6, KCNJ9, KCNJ5, CACNA1A, CACNA1B, MAPK1, MAPK3, MAPK8, MAPK10, MAPK9, MAPK11, MAPK12, MAPK13, MAPK14, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, MGLL, ND1, ND2, ND3, ND4, ND4L, ND5, ND6, NDUFV1, NDUFV2, NDUFV3, NDUFA1, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, cytochrome, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFA10, NDUFAB1, NDUFA11, NDUFA12, NDUFA13, NDUFB1, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFB10, NDUFB11, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFC1, NDUFC2, NDUFC2-KCTD14, SLC32A1, RIMS1, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB3, GABRB2, GABRG1, GABRG2, GABRG3, GABRD, GABRE, GABRQ, GABRP, GABRR1, GABRR2, GABRR3"
150,hsa04721,hsa04721,Synaptic vesicle cycle - Homo sapiens (human),73,"SLC32A1, SLC18A1, SLC18A2, SLC18A3, SLC17A6, SLC17A8, SLC17A7, SYT1, VAMP2, RAB3A, RIMS1, STX1A, STX2, STX3, STX1B, STXBP1, UNC13A, UNC13B, UNC13C, SNAP25, CPLX1, CPLX2, CPLX3, CPLX4, CACNA1A, CACNA1B, NSF, NAPA, DNM1, DNM3, DNM2, CLTA, CLTB, CLTC, CLTCL1, AP2A2, AP2A1, AP2B1, AP2M1, AP2S1, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C2, ATP6V1C1, ATP6V1D, ATP6V1E2, ATP6V1E1, ATP6V1F, ATP6V1FP2, ATP6V1G1, ATP6V1G3, ATP6V1G2, ATP6V0E1, ATP6V0E2, TCIRG1, ATP6V0A2, ATP6V0A4, ATP6V0A1, ATP6V0D1, ATP6V0D2, ATP6V1H, ATP6V0C, ATP6V0B, SLC6A1, SLC6A2, SLC6A3, SLC6A4, SLC6A5, SLC6A9, SLC6A7, SLC6A11, SLC6A12, SLC6A13, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC1A7"
151,hsa04722,hsa04722,Neurotrophin signaling pathway - Homo sapiens (human),114,"NGF, BDNF, NTF4, NTF3, NTRK1, NTRK2, NTRK3, SH2B2, SH2B1, SH2B3, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, RAF1, BRAF, MAP2K1, MAP2K2, MAPK1, MAPK3, RPS6KA3, RPS6KA1, RPS6KA2, RPS6KA6, RPS6KA5, ATF4, BCL2, KIDINS220, FRS2, CRK, CRKL, RAPGEF1, RAP1A, RAP1B, MAP3K3, MAP2K5, MAPK7, MAPK11, MAPK12, MAPK13, MAPK14, MAPKAPK2, SHC1, SHC2, SHC3, SHC4, GAB1, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PIK3CA, PIK3CD, PIK3CB, AKT1, AKT2, AKT3, NFKBIB, NFKBIA, NFKBIE, NFKB1, RELA, FOXO3, FASLG, BAD, GSK3B, PDPK1, IRS1, PLCG1, PLCG2, PRKCD, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CAMK2A, CAMK2D, CAMK2B, CAMK2G, CAMK4, ABL1, PTPN11, MATK, NGFR, ARHGDIB, ARHGDIA, ARHGDIG, RHOA, CDC42, RAC1, MAP3K1, MAP3K5, MAP2K7, MAPK8, MAPK10, MAPK9, JUN, TP53, BAX, TP73, TRAF6, ZNF274, PRDM4, MAGED1, BEX3, YWHAE, RIPK2, IRAK1, IRAK2, IRAK3, IRAK4, IKBKB, SORT1, PSEN1, PSEN2"
152,hsa04744,hsa04744,Phototransduction - Homo sapiens (human),25,"RHO, GRK7, GRK1, RCVRN, SAG, GNAT2, GNAT1, GNB1, GNGT1, RGS9, PDE6A, PDE6B, PDE6G, GUCY2D, GUCY2F, GUCA1A, GUCA1B, GUCA1C, GUCA1ANB-GUCA1A, SLC24A1, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, CNGA1, CNGB1"
153,hsa04740,hsa04740,Olfactory transduction - Homo sapiens (human),66,"OR2J3, OR14J1, OR10C1, OR2A2, OR52K2, OR5P2, OR5P3, OR8I2, OR2D3, OR52E2, OR52J3, OR51L1, OR51A7, OR51S1, OR51F2, OR52R1, OR4C46, OR4X2, OR52M1, OR1E1, OR1E2, OR1D2, OR1D5, OR1G1, OR1A1, OR1A2, OR2J2, OR2A4, OR2C1, OR2F1, OR2W1, OR3A1, OR3A2, OR3A3, OR5I1, OR5V1, OR6A2, OR7A17, OR7A5, OR10H1, OR10H2, OR10H3, OR10J1, OR11A1, OR12D2, OR12D3, OR51E2, OR52A1, OR51B4, OR51B2, OR4N4, OR5B3, OR9K2, OR4Q3, OR4M1, OR13G1, OR2L13, OR52E6, OR52E8, OR52E4, OR56A3, OR56A5, OR10A6, OR4X1, OR5D13, OR5D16, OR8H2, OR8H3, OR5T3, OR5T1, OR8K1, OR5M9, OR5M10, OR5M1, OR9G1, OR2AG1, OR6B3, OR1Q1, OR7D2, OR56B4, OR8U1, OR4C16, OR4C11, OR4S2, OR4C6, OR5D14, OR5L1, OR5D18, OR5AS1, OR8K5, OR5T2, OR8H1, OR8K3, OR8J1, OR8U3, OR5M3, OR5M8, OR5AR1, OR8B12, OR8G5, OR10G8, OR10G9, OR10S1, OR6T1, OR4D5, OR6Q1, OR9I1, OR9Q1, OR9Q2, OR1S2, OR1S1, OR10Q1, OR5B17, OR5B21, OR5A2, OR5A1, OR4D6, OR4D11, OR6C74, OR6C3, OR1L4, OR52B2, OR4C3, OR4S1, OR51F1, OR1C1, OR2B6, OR1J4, OR2M4, OR2L2, OR2K2, OR5L2, OR5K1, OR8B8, OR10A3, OR7C2, OR7C1, OR4D1, OR2T1, OR2H1, OR4C13, OR4C12, OR51V1, OR8D1, OR8D2, OR8B4, OR9G4, OR10A4, OR6C6, OR2Z1, OR10H5, OR14A16, OR2V2, OR13C9, OR13D1, OR8D4, OR5F1, OR5AP2, OR52L1, OR2AG2, OR52B6, OR2AT4, OR10A2, OR6C2, OR6C4, OR8S1, OR6S1, OR6F1, OR2T3, OR10R2, OR2T29, OR6V1, OR2A12, OR2A1, OR1J1, OR1B1, OR13H1, OR56B1, OR52K1, OR52I1, OR51D1, OR52A5, OR51B6, OR2D2, OR52W1, OR56A4, OR56A1, OR10P1, OR10AD1, OR10A7, OR4K14, OR4L1, OR11H6, OR4D2, OR7D4, OR7G1, OR1M1, OR1I1, OR10H4, OR2M5, OR2M3, OR2T12, OR14C36, OR2T34, OR2T10, OR2T4, OR2T11, OR10J5, OR2B11, OR10T2, OR10X1, OR10Z1, OR6K6, OR6N1, OR9A4, OR2Y1, OR9A2, OR2A14, OR6B1, OR2F2, OR13C5, OR13C8, OR13C3, OR13C4, OR13F1, OR1L8, OR1N2, OR1N1, OR52B4, OR52I2, OR10A5, OR51M1, OR51Q1, OR51I1, OR51I2, OR52D1, OR52H1, OR52N4, OR52N5, OR52N2, OR5AK2, OR5B12, OR5AN1, OR4D10, OR4D9, OR10V1, OR6X1, OR6M1, OR10G4, OR10G7, OR8A1, OR6C1, OR6C75, OR6C76, OR6C70, OR4N2, OR4K2, OR4K13, OR4K17, OR4N5, OR11G2, OR11H4, OR5AU1, OR4M2, OR4F6, OR4F15, OR7G2, OR7G3, OR7A10, OR10K2, OR10K1, OR6Y1, OR6K3, OR11L1, OR2L8, OR2AK2, OR2L3, OR2M2, OR2T33, OR2M7, OR2G6, OR2A25, OR13J1, OR13C2, OR1L6, OR5C1, OR1K1, OR2A5, OR2A7, OR51T1, OR51A4, OR51A2, OR2T2, OR2T5, OR14I1, OR5K2, OR2A42, OR1F1, OR2S2, OR13A1, OR2H2, OR2C3, OR2B2, OR4B1, OR5M11, OR2T6, OR51E1, OR8G1, OR10G3, OR10G2, OR4F3, OR4E2, OR1L3, OR1L1, OR1J2, OR51B5, OR10AG1, OR5J2, OR6B2, OR5H6, OR5H2, OR4K5, OR51G1, OR52N1, OR4F5, OR4K1, OR5AC2, OR11H1, OR4F17, OR4K15, OR8J3, OR51G2, OR4P4, OR4C15, OR4A5, OR4A16, OR4A15, OR2AE1, OR4F16, OR6N2, OR6K2, OR2G3, OR2G2, OR2W3, OR2T8, OR8U8, OR2B3, OR6C65, OR6C68, OR7E24, OR4C45, OR4A47, OR2T27, OR4F21, OR5W2, OR6P1, OR8U9, OR9G9, OR5H1, OR8B3, OR8B2, OR5B2, OR11H12, OR5K3, OR5K4, OR10W1, OR4F29, OR2AP1, OR2V1, OR2L5, olfactory, OR5H14, OR4N4C, OR4E1, OR5H15, OR10G6, OR12D1, OR4K3, OR4Q2, OR10J4, OR10AC1, OR2T35, OR2J1, OR1D4, OR52E1, OR4C5, OR5AL1, olfactory, OR6J1, OR2AJ1, olfactory, OR10D3, OR14K1, OR14A2, OR52E5, OR11H7, OR11H2, OR2T7, olfactory, OR8J2, OR1R1P, OR5D3P, OR52P1, OR51C1P, OR56B2P, OR8G3P, OR2B8P, olfactory, OR5BS1P, OR9H1P, OR4M2B, olfactory, GNAL, GNB1, GNG7, GNG13, ADCY3, CNGA2, CNGA4, CNGB1, ANO2, GUCY2D, CNGA3, NCALD, PRKG1, PRKG2, SLC8A1, SLC8A2, SLC8A3, SLC24A4, GRK2, GRK3, ARRB1, ARRB2, RGS2, PRKACA, PRKACB, PRKACG, CAMK2A, CAMK2D, CAMK2B, CAMK2G, CALML3, CALM2, CALM3, CALM1, CALML6, CALML5, CALML4, PDE1A, PDE1B, PDE1C, PDE2A"
